Substructure,Molecules containing fragment,Number of Molecules_with_Fragment,Mean score cluster,Steps,Number of Molecules_with_Fragment List,step min,step count
O=[N+]([O-])c1ccc2c(c1)cc(-c1ccc(F)cc1)c1ccccc12,{'O=[N+]([O-])c1ccc2c(c1)cc(-c1ccc(F)cc1)c1ccccc12'},1,0.0976977,[260],[2],260,1
O=[N+]([O-])c1ccc(Nc2cccc3ccc(O)cc23)c([N+](=O)[O-])c1,{'O=[N+]([O-])c1ccc(Nc2cccc3ccc(O)cc23)c([N+](=O)[O-])c1'},1,0.1524304,[90],[2],90,1
O=[N+]([O-])c1ccc(C=Cc2ccc3oc4ccccc4c3c2)cc1,{'O=[N+]([O-])c1ccc(C=Cc2ccc3oc4ccccc4c3c2)cc1'},1,0.0,[60],[2],60,1
O=[N+]([O-])c1ccc(-c2c3ccccc3c(Cl)c3ccccc23)cc1,{'O=[N+]([O-])c1ccc(-c2c3ccccc3c(Cl)c3ccccc23)cc1'},1,0.5518421,[180],[2],180,1
O=C1c2ccccc2C(O)C12C(c1ccccc1)C1=CC(F)(F)C12,{'O=C1c2ccccc2C(O)C12C(c1ccccc1)C1=CC(F)(F)C12'},1,0.0451106,[120],[2],120,1
O=[N+]([O-])C1=CC=[S+]C1=C[N-]c1c2ccccc2cc2ccccc12,{'O=[N+]([O-])C1=CC=[S+]C1=C[N-]c1c2ccccc2cc2ccccc12'},1,0.4715991,[180],[2],180,1
O=[N+]([O-])C1=C2C=CC(=[N+]([O-])[O-])C=C2[S+]=C1N=Nc1ccc(Cl)cc1,{'O=[N+]([O-])C1=C2C=CC(=[N+]([O-])[O-])C=C2[S+]=C1N=Nc1ccc(Cl)cc1'},1,0.322421,[170],[2],170,1
O=[N+]([O-])C12C(c3ccccc3)OS(=O)(=O)C1C2c1ccc(Br)cc1,{'O=[N+]([O-])C12C(c3ccccc3)OS(=O)(=O)C1C2c1ccc(Br)cc1'},1,0.0168048,[50],[2],50,1
O=S1(=O)c2ccccc2N(Cl)c2cc3cc4ccccc4n3nc21,{'O=S1(=O)c2ccccc2N(Cl)c2cc3cc4ccccc4n3nc21'},1,0.2818211,[180],[2],180,1
O=S1(=O)c2ccccc2C(=Cc2ccccc2)N1c1ccccc1,{'O=S1(=O)c2ccccc2C(=Cc2ccccc2)N1c1ccccc1'},1,0.1494087,[210],[2],210,1
O=C1c2ccccc2C2=C3c4ccccc4C(c4ccccc43)C12,{'O=C1c2ccccc2C2=C3c4ccccc4C(c4ccccc43)C12'},1,0.3129488,[110],[2],110,1
O=C1C(c2ccccc2)=Nc2c(-c3ccc(Cl)cn3)ccc(Cl)c21,{'O=C1C(c2ccccc2)=Nc2c(-c3ccc(Cl)cn3)ccc(Cl)c21'},1,0.3080428,[240],[2],240,1
O=C1C(c2ccccc2)=Cc2ccccc2C1=Cc1ccccc1,{'O=C1C(c2ccccc2)=Cc2ccccc2C1=Cc1ccccc1'},1,0.307531,[70],[2],70,1
O=C1C(Br)=CCCC1=CNc1ccc(Br)c(-c2ccc(O)cc2)c1,{'O=C1C(Br)=CCCC1=CNc1ccc(Br)c(-c2ccc(O)cc2)c1'},1,0.1342994,[330],[2],330,1
F[B-]1(F)n2c(Cl)ccc2C(c2ccc(Br)cc2)=C2C=C(Br)C(Br)=[N+]21,{'F[B-]1(F)n2c(Cl)ccc2C(c2ccc(Br)cc2)=C2C=C(Br)C(Br)=[N+]21'},1,0.0,[310],[2],310,1
F[B-]1(F)n2cccc2C(=[S+]c2ccccc2)c2cccn2[B-]1(F)F,{'F[B-]1(F)n2cccc2C(=[S+]c2ccccc2)c2cccn2[B-]1(F)F'},1,0.5496296,[260],[2],260,1
F[B-]1(F)n2cccc2C(=[N+]2C(Br)=CC=C2Br)c2c(Br)c(Br)c(Br)n21,{'F[B-]1(F)n2cccc2C(=[N+]2C(Br)=CC=C2Br)c2c(Br)c(Br)c(Br)n21'},1,0.5387893,[380],[2],380,1
F[B-]1(F)n2cc(Br)cc2C(c2ccccn2)=C2C(Cl)=C(Cl)C(Cl)=[N+]21,{'F[B-]1(F)n2cc(Br)cc2C(c2ccccn2)=C2C(Cl)=C(Cl)C(Cl)=[N+]21'},1,0.5883983,[390],[2],390,1
F[B-]1(F)n2c(nc3ccccc32)-c2ccccc2-c2cccc[n+]21,{'F[B-]1(F)n2c(nc3ccccc32)-c2ccccc2-c2cccc[n+]21'},1,0.0980727,[170],[2],170,1
F[B-]1(F)n2c(cc3ccccc32)C(c2ccccc2)=C2C=CC=[N+]21,{'F[B-]1(F)n2c(cc3ccccc32)C(c2ccccc2)=C2C=CC=[N+]21'},1,0.0,[290],[2],290,1
F[B-]1(F)n2c(cc(Br)c2Br)C(c2cccs2)=C2C(Cl)=C(Cl)C(Cl)=[N+]21,{'F[B-]1(F)n2c(cc(Br)c2Br)C(c2cccs2)=C2C(Cl)=C(Cl)C(Cl)=[N+]21'},1,0.5824215,[310],[2],310,1
F[B-]1(F)n2c(Br)ccc2C(c2cnc(Cl)nc2Cl)=C2C=CC(Br)=[N+]21,{'F[B-]1(F)n2c(Br)ccc2C(c2cnc(Cl)nc2Cl)=C2C=CC(Br)=[N+]21'},1,0.5902309,[340],[2],340,1
O=C1C(=O)N(c2ccc(Cl)c(Cl)c2)C2CC(c3ccccc3)=CN12,{'O=C1C(=O)N(c2ccc(Cl)c(Cl)c2)C2CC(c3ccccc3)=CN12'},1,0.1049956,[150],[2],150,1
F[B-]1(F)n2c(Br)cc(Br)c2C=[N+]2c3ccccc3C(Br)=[N+]2[B-]1(F)F,{'F[B-]1(F)n2c(Br)cc(Br)c2C=[N+]2c3ccccc3C(Br)=[N+]2[B-]1(F)F'},1,0.4502012,[370],[2],370,1
F[B-]1(F)n2c(Br)c(Br)c(Br)c2C(c2ccncc2)=C2C=CC(Cl)=[N+]21,{'F[B-]1(F)n2c(Br)c(Br)c(Br)c2C(c2ccncc2)=C2C=CC(Cl)=[N+]21'},1,0.5964183,[350],[2],350,1
F[B-]1(F)n2c(Br)c(Br)c(Br)c2C(c2ccccn2)=C2C=CC(Br)=[N+]21,{'F[B-]1(F)n2c(Br)c(Br)c(Br)c2C(c2ccccn2)=C2C=CC(Br)=[N+]21'},1,0.0,[370],[2],370,1
F[B-]1(F)n2c(Br)c(Br)c(Br)c2C(c2ccc(Br)cc2)=C2C=CC=[N+]21,{'F[B-]1(F)n2c(Br)c(Br)c(Br)c2C(c2ccc(Br)cc2)=C2C=CC=[N+]21'},1,0.0,[370],[2],370,1
F[B-]1(F)c2ccccc2C(=Cc2ccc(Br)o2)c2cc(Cl)c(Cl)n21,{'F[B-]1(F)c2ccccc2C(=Cc2ccc(Br)o2)c2cc(Cl)c(Cl)n21'},1,0.4952659,[330],[2],330,1
F[B-]1(F)c2ccc(Cl)cc2C(c2ccccc2)=Cc2ccc(Cl)n21,{'F[B-]1(F)c2ccc(Cl)cc2C(c2ccccc2)=Cc2ccc(Cl)n21'},1,0.3606887,[310],[2],310,1
F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21'},1,0.6103244,[330],[2],330,1
F[B-]1(F)n2cccc2C(c2ccccc2)=C2c3ccccc3C=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccccc2)=C2c3ccccc3C=[N+]21'},1,0.5757409,[220],[2],220,1
F[B-]1(F)n2cccc2C(c2ccccn2)=C2c3ccccc3C=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccccn2)=C2c3ccccc3C=[N+]21'},1,0.0,[350],[2],350,1
F[B-]1(F)n2cccc2C(c2ccco2)=C2C=CC(c3cccs3)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccco2)=C2C=CC(c3cccs3)=[N+]21'},1,0.5772122,[310],[2],310,1
Fc1c(F)c(F)c(N2C(=S)N=NC2=Cc2ccccc2)c(F)c1F,{'Fc1c(F)c(F)c(N2C(=S)N=NC2=Cc2ccccc2)c(F)c1F'},1,0.2829345,[80],[2],80,1
Fc1ccc(-c2c(-c3ccccc3)sc3ccccc23)c(F)c1F,{'Fc1ccc(-c2c(-c3ccccc3)sc3ccccc23)c(F)c1F'},1,0.0621294,[150],[2],150,1
Fc1ccc(-c2cc3cc(-c4ccccn4)ccc3c(=S)s2)cc1,{'Fc1ccc(-c2cc3cc(-c4ccccn4)ccc3c(=S)s2)cc1'},1,0.2054981,[200],[2],200,1
N#Cc1ccc(C2C=C3c4c5cccc4C(O)C(=O)N2C3C5)cc1,{'N#Cc1ccc(C2C=C3c4c5cccc4C(O)C(=O)N2C3C5)cc1'},1,0.0264753,[330],[2],330,1
NNC(=NN=C1CSc2ccccc21)c1ccc2ccccc2c1,{'NNC(=NN=C1CSc2ccccc21)c1ccc2ccccc2c1'},1,0.1466883,[50],[2],50,1
Nc1cccc2c(=Nc3ccc(Cl)c(Cl)c3)c3ccccc3oc12,{'Nc1cccc2c(=Nc3ccc(Cl)c(Cl)c3)c3ccccc3oc12'},1,0.2318833,[230],[2],230,1
O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1,{'O=C(C#Cc1ccc(Br)cc1)N(c1ccccc1)c1ccccc1'},1,0.0,[30],[2],30,1
O=C(NC1CC(=O)C2OCC1O2)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,{'O=C(NC1CC(=O)C2OCC1O2)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1'},1,0.0321897,[170],[2],170,1
O=C(Nc1ccc(O)cc1)C(=O)ON1C(=O)c2ccccc2C1=O,{'O=C(Nc1ccc(O)cc1)C(=O)ON1C(=O)c2ccccc2C1=O'},1,0.0,[10],[2],10,1
O=C(Nc1nc(=O)[nH][n+]([O-])c1-c1ccc(Cl)cc1)c1cccnc1,{'O=C(Nc1nc(=O)[nH][n+]([O-])c1-c1ccc(Cl)cc1)c1cccnc1'},1,0.0645723,[90],[2],90,1
O=C(O)C1CC2N(C(=O)c3ccccc3)c3ccccc3C1=[N+]2[O-],{'O=C(O)C1CC2N(C(=O)c3ccccc3)c3ccccc3C1=[N+]2[O-]'},1,0.3590799,[160],[2],160,1
O=C1C(=C(c2ccc3ccccc3c2)C(F)(F)F)C=C(F)C1(F)F,{'O=C1C(=C(c2ccc3ccccc3c2)C(F)(F)F)C=C(F)C1(F)F'},1,0.0,[240],[2],240,1
O=C1C(=CNc2ccccc2)c2ccccc2N1c1ccccc1,{'O=C1C(=CNc2ccccc2)c2ccccc2N1c1ccccc1'},1,0.0,[390],[2],390,1
O=c1c(Br)c(Br)c2c[n+]3c(-c4ccccc4)c4ccccc4c-3c1-2,{'O=c1c(Br)c(Br)c2c[n+]3c(-c4ccccc4)c4ccccc4c-3c1-2'},1,0.22683,[330],[2],330,1
O=c1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2ccccc2)c2ccccc12,{'O=c1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2ccccc2)c2ccccc12'},1,0.2225198,[180],[2],180,1
Oc1ccc(C2=C3C(Cl)=CC=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1Br,{'Oc1ccc(C2=C3C(Cl)=CC=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1Br'},1,0.0,[320],[2],320,1
CC1=[N+](c2ccccc2)[B-](F)(F)N(c2ccccc2)c2ccccc21,{'CC1=[N+](c2ccccc2)[B-](F)(F)N(c2ccccc2)c2ccccc21'},1,0.2347724,[340],[2],340,1
CN(C)c1ccc2c(c1)C(=O)c1ccccc1C2=Cc1cccn1C,{'CN(C)c1ccc2c(c1)C(=O)c1ccccc1C2=Cc1cccn1C'},1,0.4238669,[300],[2],300,1
CCOC(=O)C1C(c2ccc([N+](=O)[O-])cc2)C(=NC(N)=O)N(O)C1C,{'CCOC(=O)C1C(c2ccc([N+](=O)[O-])cc2)C(=NC(N)=O)N(O)C1C'},1,0.0,[10],[2],10,1
CCN(CC)c1ccc(C=NN=Cc2ccc(N(C)C)cc2)c(O)c1,{'CCN(CC)c1ccc(C=NN=Cc2ccc(N(C)C)cc2)c(O)c1'},1,0.0,[10],[2],10,1
CC=C(C)C=C1OC2(C(=O)OC)C1C1OC1CC13C(=O)C1C(C)=CC32,{'CC=C(C)C=C1OC2(C(=O)OC)C1C1OC1CC13C(=O)C1C(C)=CC32'},1,0.0,[70],[2],70,1
CC1=[S+]C(=C2c3cc(Br)cnc3[B-](F)(F)n3cc(C)[o+]c32)C(Br)=C1Br,{'CC1=[S+]C(=C2c3cc(Br)cnc3[B-](F)(F)n3cc(C)[o+]c32)C(Br)=C1Br'},1,0.2742344,[290],[2],290,1
CC1=[N+]2C(=C(c3ccccc3)c3cccn3[B-]2(F)F)c2ccccc21,{'CC1=[N+]2C(=C(c3ccccc3)c3cccn3[B-]2(F)F)c2ccccc21'},1,0.0,[370],[2],370,1
CC1=Nc2ccccc2C2CC(=O)C3=C(CC4CCC4(C)C(C)C3)N12,{'CC1=Nc2ccccc2C2CC(=O)C3=C(CC4CCC4(C)C(C)C3)N12'},1,0.1094075,[20],[2],20,1
CC(C)(c1ccc([N+](=O)[O-])cc1)C1Oc2ccc3ccccc3c2O1,{'CC(C)(c1ccc([N+](=O)[O-])cc1)C1Oc2ccc3ccccc3c2O1'},1,0.0,[70],[2],70,1
CC1=CC(Cl)=[N+]2C1=C(c1ccc(Cl)cc1)c1c(C)cc(C)n1[B-]2(F)F,{'CC1=CC(Cl)=[N+]2C1=C(c1ccc(Cl)cc1)c1c(C)cc(C)n1[B-]2(F)F'},1,0.6198831,[180],[2],180,1
CC1=C2C(Br)=C(Br)C(c3ccc(F)cc3)=[N+]2[B-](F)(F)n2c(Cl)ccc21,{'CC1=C2C(Br)=C(Br)C(c3ccc(F)cc3)=[N+]2[B-](F)(F)n2c(Cl)ccc21'},1,0.5842594,[390],[2],390,1
CC1=C2C(=O)C(c3ccccc3)=C3CC2(C)N(C3=O)c2ccccc21,{'CC1=C2C(=O)C(c3ccccc3)=C3CC2(C)N(C3=O)c2ccccc21'},1,0.2393447,[300],[2],300,1
CC1(C)CC(=O)OC2=C1c1cccc(O)c1C2=NNc1ccccc1,{'CC1(C)CC(=O)OC2=C1c1cccc(O)c1C2=NNc1ccccc1'},1,0.4487436,[180],[2],180,1
CC1(C)CC(=C2N=C(c3ccccc3)C(c3ccccc3)=[NH+]2)C(=O)O1,{'CC1(C)CC(=C2N=C(c3ccccc3)C(c3ccccc3)=[NH+]2)C(=O)O1'},1,0.4536522,[350],[2],350,1
CC1(C)C2CCC1C1(OCc3ccccc3)C(=O)c3ccccc3C21,{'CC1(C)C2CCC1C1(OCc3ccccc3)C(=O)c3ccccc3C21'},1,0.0394338,[10],[2],10,1
CN(C1=CC(=O)c2nn(-c3ccccc3)nc2C1=N)c1ccccc1,{'CN(C1=CC(=O)c2nn(-c3ccccc3)nc2C1=N)c1ccccc1'},1,0.2036144,[100],[2],100,1
CN1C(=O)C(=C2CCC(=Cc3ccccc3)C(=O)N2)c2ccccc21,{'CN1C(=O)C(=C2CCC(=Cc3ccccc3)C(=O)N2)c2ccccc21'},1,0.2624739,[160],[2],160,1
CN1C(=O)C(=C2CCCCC2)C1=C(c1ccccc1)c1ccccc1,{'CN1C(=O)C(=C2CCCCC2)C1=C(c1ccccc1)c1ccccc1'},1,0.2935709,[340],[2],340,1
CN1C(=O)C(=C2c3ccccc3Sc3ccccc32)c2ccccc21,{'CN1C(=O)C(=C2c3ccccc3Sc3ccccc32)c2ccccc21'},1,0.3470603,[260],[2],260,1
CN1C(=O)C2=C3c4ccccc4C=CC3OC2(c2ccccc2)C1=O,{'CN1C(=O)C2=C3c4ccccc4C=CC3OC2(c2ccccc2)C1=O'},1,0.134672,[30],[2],30,1
CN1C(=O)c2ccccc2C2=c3ccccc3=[SH]N2c2ccccc21,{'CN1C(=O)c2ccccc2C2=c3ccccc3=[SH]N2c2ccccc21'},1,0.2045596,[270],[2],270,1
CN1c2ccccc2[Si](N(C)C)(N(C)C)c2c1ccc1ccccc21,{'CN1c2ccccc2[Si](N(C)C)(N(C)C)c2c1ccc1ccccc21'},1,0.0819812,[250],[2],250,1
COC(=O)C1(C(=O)OC)CC(=Cc2ccccc2)CCSC1(C)OC,{'COC(=O)C1(C(=O)OC)CC(=Cc2ccccc2)CCSC1(C)OC'},1,0.0090096,[50],[2],50,1
COC(=O)C1=C(C)NC2(C(=O)Nc3ccccc32)C1c1ccccc1,{'COC(=O)C1=C(C)NC2(C(=O)Nc3ccccc32)C1c1ccccc1'},1,0.0136801,[40],[2],40,1
COC(=O)C1=CC2=C(c3ccccc3)c3nccn3[B-](F)(F)[N+]2=C1C,{'COC(=O)C1=CC2=C(c3ccccc3)c3nccn3[B-](F)(F)[N+]2=C1C'},1,0.5728894,[200],[2],200,1
COC(=O)CCC1C(=O)C=CC2CC=CCC([S+]=c3cc[n-]cc3)C21,{'COC(=O)CCC1C(=O)C=CC2CC=CCC([S+]=c3cc[n-]cc3)C21'},1,0.0,[50],[2],50,1
COC(=O)CNC(=O)C(C)(C)NC(=O)CCNC(=O)c1ccccc1,{'COC(=O)CNC(=O)C(C)(C)NC(=O)CCNC(=O)c1ccccc1'},1,0.0,[20],[2],20,1
COC(=O)c1ccc(C=C2CCCc3ccc(OC)cc32)c(OC)c1,{'COC(=O)c1ccc(C=C2CCCc3ccc(OC)cc32)c(OC)c1'},1,0.0557652,[10],[2],10,1
COC1=C(Br)C(=NNc2ccccc2[N+](=O)[O-])C(=O)C(Br)=C1[N+](=O)[O-],{'COC1=C(Br)C(=NNc2ccccc2[N+](=O)[O-])C(=O)C(Br)=C1[N+](=O)[O-]'},1,0.4305924,[180],[2],180,1
COC1=C(Cl)C(=O)c2ccccc2C1=Cc1cccc2ccccc12,{'COC1=C(Cl)C(=O)c2ccccc2C1=Cc1cccc2ccccc12'},1,0.4209205,[350],[2],350,1
COc1c(Cl)cccc1C=Nc1c(C)n(C)n(-c2ccccc2)c1=O,{'COc1c(Cl)cccc1C=Nc1c(C)n(C)n(-c2ccccc2)c1=O'},1,0.1850715,[340],[2],340,1
COc1ccc(-c2c(-c3ccccc3)oc3c2C(=O)C=CC3=O)cc1,{'COc1ccc(-c2c(-c3ccccc3)oc3c2C(=O)C=CC3=O)cc1'},1,0.2443416,[80],[2],80,1
CC([S+]=C1C=CC2(O[N-]1)C(=O)N(C)c1ccccc12)c1ccccc1,{'CC([S+]=C1C=CC2(O[N-]1)C(=O)N(C)c1ccccc12)c1ccccc1'},1,0.0,[50],[2],50,1
CC(=O)OCC(=NO)C(=O)OC1(C(Cl)(Cl)Cl)NC(=O)c2ccccc21,{'CC(=O)OCC(=NO)C(=O)OC1(C(Cl)(Cl)Cl)NC(=O)c2ccccc21'},1,0.0,[20],[2],20,1
[O-]C1=C2Cc3ccccc3[S+]=C2N=CN=C1NCc1ccccn1,{'[O-]C1=C2Cc3ccccc3[S+]=C2N=CN=C1NCc1ccccn1'},1,0.1161917,[150],[2],150,1
c1ccc(-c2ccc3ccc4ncc5ccccc5c4c3c2)nc1,{'c1ccc(-c2ccc3ccc4ncc5ccccc5c4c3c2)nc1'},1,0.1071389,[70],[2],70,1
c1ccc2cc(-c3c4ccccc4cc4ccccc34)ccc2c1,{'c1ccc2cc(-c3c4ccccc4cc4ccccc34)ccc2c1'},1,0.4402183,[80],[2],80,1
c1ccc2c3c4c(nccc4cc2c1)-c1nc2ccccc2nc1-3,{'c1ccc2c3c4c(nccc4cc2c1)-c1nc2ccccc2nc1-3'},1,0.3476929,[220],[2],220,1
c1ccc(Nc2cc3ccccc3c3c2[nH]c2ccccc23)cc1,{'c1ccc(Nc2cc3ccccc3c3c2[nH]c2ccccc23)cc1'},1,0.1119713,[80],[2],80,1
c1ccc(N2OC3Sc4ccccc4N=C3c3ccccc32)cc1,{'c1ccc(N2OC3Sc4ccccc4N=C3c3ccccc32)cc1'},1,0.1377743,[150],[2],150,1
c1ccc(C2C3=C(c4ccccc43)c3ccccc3C23CC3)cc1,{'c1ccc(C2C3=C(c4ccccc43)c3ccccc3C23CC3)cc1'},1,0.1811524,[180],[2],180,1
c1ccc(C2=Nn3c(cc4ccccc43)-c3ccccc3C2)cc1,{'c1ccc(C2=Nn3c(cc4ccccc43)-c3ccccc3C2)cc1'},1,0.1351746,[90],[2],90,1
c1ccc(-c2cc3ccccc3c3cc4ccccc4cc23)cc1,{'c1ccc(-c2cc3ccccc3c3cc4ccccc4cc23)cc1'},1,0.2170397,[170],[2],170,1
CC(=O)C12CCC(C)(O)C3C(=O)C=C1C1(C)CCC=C1C3CCC2=O,{'CC(=O)C12CCC(C)(O)C3C(=O)C=C1C1(C)CCC=C1C3CCC2=O'},1,0.0,[60],[2],60,1
c1ccc(-c2c3ccccc3cc3cc4ccccc4cc23)cc1,{'c1ccc(-c2c3ccccc3cc3cc4ccccc4cc23)cc1'},1,0.0,[280],[2],280,1
c1ccc(-c2c3c4c5ccccc5c[n+]-4c-3c3ccccc23)cc1,{'c1ccc(-c2c3c4c5ccccc5c[n+]-4c-3c3ccccc23)cc1'},1,0.3308884,[210],[2],210,1
c1cc(N2CCOCC2)ccc1-c1ccc(N2CCOCC2)cc1,{'c1cc(N2CCOCC2)ccc1-c1ccc(N2CCOCC2)cc1'},1,0.0418786,[240],[2],240,1
[Se+]#[P-](C1CCCCC1)(N1CC1)N(C1CCCCC1)C1CCCCC1,{'[Se+]#[P-](C1CCCCC1)(N1CC1)N(C1CCCCC1)C1CCCCC1'},1,0.0005005,[140],[2],140,1
[OH+]=C1C=CC(Cl)=C(Cl)C1=C1c2ncccc2[B-](F)(F)n2cccc21,{'[OH+]=C1C=CC(Cl)=C(Cl)C1=C1c2ncccc2[B-](F)(F)n2cccc21'},1,0.3869985,[340],[2],340,1
[O-][N+]([O-])=[N+]c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,{'[O-][N+]([O-])=[N+]c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1'},1,0.0,[280],[2],280,1
c1ccc2cc(-c3cc4ccccc4c4ccccc34)ccc2c1,{'c1ccc2cc(-c3cc4ccccc4c4ccccc34)ccc2c1'},1,0.0689893,[160],[2],160,1
c1cnc2c(c1)cc(-c1cccc3ncccc13)c1ccccc12,{'c1cnc2c(c1)cc(-c1cccc3ncccc13)c1ccccc12'},1,0.0582125,[110],[2],110,1
c1cncc(-c2cc(-c3ccncc3)cc(-c3ccncc3)c2)c1,{'c1cncc(-c2cc(-c3ccncc3)cc(-c3ccncc3)c2)c1'},1,0.0149587,[20],[2],20,1
c1coc(-c2ccc(-c3ccc(-c4cc5ccccc5s4)s3)s2)c1,{'c1coc(-c2ccc(-c3ccc(-c4cc5ccccc5s4)s3)s2)c1'},1,0.4723329,[350],[2],350,1
BrCC12C(c3ccccc3)=C(c3ccccc3)C1Cc1ccccc12,{'BrCC12C(c3ccccc3)=C(c3ccccc3)C1Cc1ccccc12'},1,0.0161047,[50],[2],50,1
Brc1cc2c(Br)c(-c3ccccc3)c3cc4ccccc4cc3c2s1,{'Brc1cc2c(Br)c(-c3ccccc3)c3cc4ccccc4cc3c2s1'},1,0.3836209,[230],[2],230,1
Brc1ccc(-c2c3c4ccccc4cccc-3c3ccccc23)cc1,{'Brc1ccc(-c2c3c4ccccc4cccc-3c3ccccc23)cc1'},1,0.2459503,[220],[2],220,1
C(=C1C=C(c2ccccc2)CN=C1c1ccccc1)c1ccccc1,{'C(=C1C=C(c2ccccc2)CN=C1c1ccccc1)c1ccccc1'},1,0.2806917,[250],[2],250,1
C(=C1N=NC(=Nc2ccccc2)N1c1ccccc1)c1ccccc1,{'C(=C1N=NC(=Nc2ccccc2)N1c1ccccc1)c1ccccc1'},1,0.3699463,[260],[2],260,1
C(=Cc1scc2ccccc12)c1sc2ccccc2c1-c1cccs1,{'C(=Cc1scc2ccccc12)c1sc2ccccc2c1-c1cccs1'},1,0.0,[390],[2],390,1
C1=CC2(c3ccccc3)C(=C2c2ccccc2)C(c2ccccc2)=C1,{'C1=CC2(c3ccccc3)C(=C2c2ccccc2)C(c2ccccc2)=C1'},1,0.4797,[240],[2],240,1
C=C1C(=C)C(N2C(=O)OCC2c2ccccc2)C2CC1C2C(=O)OC,{'C=C1C(=C)C(N2C(=O)OCC2c2ccccc2)C2CC1C2C(=O)OC'},1,0.0052419,[90],[2],90,1
C=C1C(=c2sc3cccc4cccc(c2=O)c43)C(=O)c2ccccc21,{'C=C1C(=c2sc3cccc4cccc(c2=O)c43)C(=O)c2ccccc21'},1,0.4326886,[280],[2],280,1
C=CC1=C(c2ccccc2)OCC2=C(c3ccccc3)C(=O)C=CC12,{'C=CC1=C(c2ccccc2)OCC2=C(c3ccccc3)C(=O)C=CC12'},1,0.0,[120],[2],120,1
C=CCC12NC(C=C(Br)C1OCC)C(=O)N(C)C2=Nc1ccccc1,{'C=CCC12NC(C=C(Br)C1OCC)C(=O)N(C)C2=Nc1ccccc1'},1,0.0,[80],[2],80,1
CC(=Cc1ccc(C=C(C#N)c2ccccc2)cc1)c1ccccc1,{'CC(=Cc1ccc(C=C(C#N)c2ccccc2)cc1)c1ccccc1'},1,0.0,[40],[2],40,1
CC(=NN=C(c1ccccc1)c1cc(C)ccc1C)c1cccnc1,{'CC(=NN=C(c1ccccc1)c1cc(C)ccc1C)c1cccnc1'},1,0.0,[200],[2],200,1
c1ccc(-c2cc(-c3ccc[nH]3)cc3c2ccc2ccccc23)cc1,{'c1ccc(-c2cc(-c3ccc[nH]3)cc3c2ccc2ccccc23)cc1'},1,0.1204366,[190],[2],190,1
c1ccc(-c2cc3[nH]nc(-c4ccccc4)c3c3ccccc23)cc1,{'c1ccc(-c2cc3[nH]nc(-c4ccccc4)c3c3ccccc23)cc1'},1,0.0698093,[200],[2],200,1
c1ccc(-c2ccc(P(c3ccccc3)c3ccccc3)cc2)cc1,{'c1ccc(-c2ccc(P(c3ccccc3)c3ccccc3)cc2)cc1'},1,0.0104051,[220],[2],220,1
O=[N+](C(=S)c1ccccc1)C1=C([O-])c2ccccc2C1c1ccccc1,{'O=[N+](C(=S)c1ccccc1)C1=C([O-])c2ccccc2C1c1ccccc1'},1,0.2448269,[150],[2],150,1
O=[N+]([O-])c1ccccc1CN(N=Cc1ccccc1O)c1ccccc1,{'O=[N+]([O-])c1ccccc1CN(N=Cc1ccccc1O)c1ccccc1'},1,0.1600826,[110],[2],110,1
O=[N+]([O-])c1cccc2c([N+](=O)Nc3ccccc3)c3ccccc3cc12,{'O=[N+]([O-])c1cccc2c([N+](=O)Nc3ccccc3)c3ccccc3cc12'},1,0.5303379,[220],[2],220,1
O=[N+]([O-])c1ccc(-c2ccc(-c3ccc(-c4ccccc4)nn3)o2)cc1,{'O=[N+]([O-])c1ccc(-c2ccc(-c3ccc(-c4ccccc4)nn3)o2)cc1'},1,0.2768579,[80],[2],80,1
O=[N+]([O-])c1cc(F)ccc1C=c1[n-]c(=C2C=CC(Br)=[S+]2)c2ccccc12,{'O=[N+]([O-])c1cc(F)ccc1C=c1[n-]c(=C2C=CC(Br)=[S+]2)c2ccccc12'},1,0.4313401,[380],[2],380,1
O=[N+]([O-])c1cc(C(Sc2ccccc2)c2ccccc2)cc([N+](=O)[O-])c1,{'O=[N+]([O-])c1cc(C(Sc2ccccc2)c2ccccc2)cc([N+](=O)[O-])c1'},1,0.0410786,[300],[2],300,1
O=[N+](C1=c2ccccc2=NN(c2ccccc2)[B-]1(F)F)c1ccccc1,{'O=[N+](C1=c2ccccc2=NN(c2ccccc2)[B-]1(F)F)c1ccccc1'},1,0.6034257,[360],[2],360,1
